image_name,mean_brightness,max_brightness,median_brightness,percentile_70_brightness
crop_Componenets_1.transformed255.tif,217.13827353512593,252,219.0,221.0
crop_Componenets_1.transformed256.tif,217.30547222509568,254,219.0,222.0
crop_Componenets_1.transformed257.tif,217.34458271570892,255,219.0,222.0
crop_Componenets_1.transformed258.tif,217.41647712913823,255,219.0,222.0
crop_Componenets_1.transformed259.tif,217.43914876023567,254,219.0,222.0
crop_Componenets_1.transformed260.tif,217.4190110924833,255,219.0,222.0
crop_Componenets_1.transformed261.tif,217.31189182358145,254,219.0,222.0
crop_Componenets_1.transformed262.tif,217.27250272847377,251,219.0,222.0
crop_Componenets_1.transformed263.tif,217.26579718471703,246,219.0,222.0
crop_Componenets_1.transformed264.tif,217.22443256909727,240,219.0,222.0
crop_Componenets_1.transformed265.tif,217.18021558757957,239,219.0,221.0
crop_Componenets_1.transformed266.tif,217.20190539670864,242,219.0,221.0
crop_Componenets_1.transformed267.tif,217.28296422291433,243,219.0,222.0
crop_Componenets_1.transformed268.tif,217.3676411417798,248,219.0,222.0
crop_Componenets_1.transformed269.tif,217.61604432999172,242,219.0,222.0
crop_Componenets_1.transformed270.tif,217.57137436180489,240,219.0,222.0
crop_Componenets_1.transformed271.tif,217.44095321341493,241,219.0,222.0
crop_Componenets_1.transformed272.tif,217.31515688259108,240,219.0,222.0
crop_Componenets_1.transformed273.tif,217.3762868217946,243,219.0,222.0
crop_Componenets_1.transformed274.tif,217.44120894286502,239,219.0,222.0
crop_Componenets_1.transformed275.tif,217.39689002369286,241,219.0,222.0
crop_Componenets_1.transformed276.tif,217.29816250028748,240,219.0,222.0
crop_Componenets_1.transformed277.tif,217.38042403476902,240,219.0,222.0
crop_Componenets_1.transformed278.tif,217.3819958611175,240,219.0,222.0
crop_Componenets_1.transformed279.tif,217.32144704624616,238,219.0,222.0
crop_Componenets_1.transformed280.tif,217.2049128531544,241,219.0,221.0
crop_Componenets_1.transformed281.tif,217.11326109687576,240,219.0,221.0
crop_Componenets_1.transformed282.tif,217.13106221634973,239,219.0,221.0
crop_Componenets_1.transformed283.tif,217.2453216004779,240,219.0,222.0
crop_Componenets_1.transformed284.tif,217.20245997657165,241,219.0,221.0
crop_Componenets_1.transformed285.tif,217.24190121840584,244,219.0,221.0
crop_Componenets_1.transformed286.tif,217.26931869091243,240,219.0,221.0
crop_Componenets_1.transformed287.tif,217.3721718157804,244,219.0,221.0
crop_Componenets_1.transformed288.tif,217.3116399807034,247,219.0,221.0
crop_Componenets_1.transformed289.tif,217.07198640205806,244,219.0,221.0
crop_Componenets_1.transformed290.tif,216.8925431792326,243,218.0,221.0
crop_Componenets_1.transformed291.tif,216.72501178011976,243,218.0,221.0
crop_Componenets_1.transformed292.tif,216.6698230291887,242,218.0,221.0
crop_Componenets_1.transformed293.tif,216.81570420755108,239,218.0,221.0
crop_Componenets_1.transformed294.tif,216.89560452185103,243,218.0,221.0
crop_Componenets_1.transformed295.tif,216.84441304522636,247,218.0,221.0
crop_Componenets_1.transformed296.tif,216.88855701960964,244,218.0,221.0
crop_Componenets_1.transformed297.tif,216.87428079242034,240,218.0,221.0
crop_Componenets_1.transformed298.tif,216.89010231853104,239,218.0,221.0
crop_Componenets_1.transformed299.tif,216.7783122847302,240,218.0,221.0
crop_Componenets_1.transformed300.tif,216.90555121906425,238,218.0,221.0
crop_Componenets_1.transformed301.tif,216.9668587565433,241,218.0,221.0
crop_Componenets_1.transformed302.tif,216.93493638326214,241,218.0,221.0
crop_Componenets_1.transformed303.tif,216.92903181332505,244,218.0,221.0
crop_Componenets_1.transformed304.tif,217.0550071818443,251,218.0,221.0
crop_Componenets_1.transformed305.tif,217.0358923688504,253,218.0,221.0
crop_Componenets_1.transformed306.tif,217.04223782330433,252,218.0,221.0
crop_Componenets_1.transformed307.tif,217.16732527684601,246,219.0,221.0
crop_Componenets_1.transformed308.tif,217.28634290375578,248,219.0,221.0
crop_Componenets_1.transformed309.tif,217.11346189206583,247,219.0,221.0
crop_Componenets_1.transformed310.tif,217.0444020765379,242,219.0,221.0
crop_Componenets_1.transformed311.tif,217.31274769962437,242,219.0,222.0
crop_Componenets_1.transformed312.tif,217.44345928563226,242,219.0,222.0
crop_Componenets_1.transformed313.tif,217.3673898312871,242,219.0,222.0
crop_Componenets_1.transformed314.tif,217.35754318265344,243,219.0,222.0
crop_Componenets_1.transformed315.tif,217.26031596592344,247,219.0,222.0
crop_Componenets_1.transformed316.tif,217.44085737575054,248,219.0,222.0
crop_Componenets_1.transformed317.tif,217.33267524477452,248,219.0,222.0
crop_Componenets_1.transformed318.tif,217.32862766702246,242,219.0,222.0
crop_Componenets_1.transformed319.tif,217.3342971224012,241,219.0,222.0
crop_Componenets_1.transformed320.tif,217.4734298962446,244,219.0,222.0
crop_Componenets_1.transformed321.tif,217.51223013321083,246,219.0,222.0
crop_Componenets_1.transformed322.tif,217.43789205211277,242,219.0,222.0
crop_Componenets_1.transformed323.tif,217.4682098197867,247,219.0,222.0
crop_Componenets_1.transformed324.tif,217.50574725855768,252,219.0,222.0
crop_Componenets_1.transformed325.tif,217.44555399783962,250,219.0,222.0
crop_Componenets_1.transformed326.tif,217.49359497248423,244,219.0,222.0
crop_Componenets_1.transformed327.tif,217.55273854633137,247,219.0,222.0
crop_Componenets_1.transformed328.tif,217.58047441903187,248,219.0,222.0
crop_Componenets_1.transformed329.tif,217.5051787887835,245,219.0,222.0
crop_Componenets_1.transformed330.tif,217.62015130121338,245,219.0,222.0
crop_Componenets_1.transformed331.tif,217.71598054063978,249,219.0,222.0
crop_Componenets_1.transformed332.tif,217.61899461853565,249,219.0,222.0
crop_Componenets_1.transformed333.tif,217.47948411969892,248,219.0,222.0
crop_Componenets_1.transformed334.tif,217.26171955668755,246,219.0,221.0
crop_Componenets_1.transformed335.tif,217.20549406434594,247,219.0,221.0
crop_Componenets_1.transformed336.tif,217.35516837951917,246,219.0,222.0
crop_Componenets_1.transformed337.tif,217.3947501204101,251,219.0,222.0
crop_Componenets_1.transformed338.tif,217.3780563328593,248,219.0,222.0
crop_Componenets_1.transformed339.tif,217.3496915632811,245,219.0,222.0
crop_Componenets_1.transformed340.tif,217.45672100680304,246,219.0,222.0
crop_Componenets_1.transformed341.tif,217.39994722289148,249,219.0,222.0
crop_Componenets_1.transformed342.tif,217.24686187667805,244,218.0,222.0
crop_Componenets_1.transformed343.tif,217.24996270069894,247,218.0,222.0
crop_Componenets_1.transformed344.tif,217.30806236796178,247,219.0,222.0
crop_Componenets_1.transformed345.tif,217.2336084865045,247,219.0,222.0
crop_Componenets_1.transformed346.tif,217.2866425578325,253,219.0,222.0
crop_Componenets_1.transformed347.tif,217.24431022207932,254,219.0,222.0
crop_Componenets_1.transformed348.tif,217.2264883173546,250,219.0,222.0
crop_Componenets_1.transformed349.tif,217.2325335782344,249,219.0,222.0
crop_Componenets_1.transformed350.tif,217.24232579497186,250,219.0,222.0
crop_Componenets_1.transformed351.tif,217.11714377465822,252,219.0,221.0
crop_Componenets_1.transformed352.tif,217.1107034340423,252,218.0,221.0
crop_Componenets_1.transformed353.tif,216.98668898545074,252,218.0,221.0
crop_Componenets_1.transformed354.tif,217.01498084379085,249,218.0,221.0
crop_Componenets_1.transformed355.tif,217.10597804265277,250,219.0,222.0
crop_Componenets_1.transformed356.tif,217.11130362941628,252,219.0,222.0
crop_Componenets_1.transformed357.tif,217.20494399559308,252,219.0,222.0
crop_Componenets_1.transformed358.tif,217.14833518886223,254,219.0,222.0
crop_Componenets_1.transformed359.tif,217.1522550133728,255,219.0,222.0
crop_Componenets_1.transformed360.tif,217.1532554295422,255,219.0,222.0
crop_Componenets_1.transformed361.tif,217.12293868557853,252,219.0,222.0
crop_Componenets_1.transformed362.tif,217.1196223298075,253,219.0,222.0
crop_Componenets_1.transformed363.tif,217.19366641433257,252,219.0,222.0
crop_Componenets_1.transformed364.tif,217.29869802122167,251,219.0,222.0
crop_Componenets_1.transformed365.tif,217.34975906379074,252,219.0,222.0
crop_Componenets_1.transformed366.tif,217.3984651034736,244,219.0,222.0
crop_Componenets_1.transformed367.tif,217.51986466337883,244,219.0,222.0
crop_Componenets_1.transformed368.tif,217.52463229388954,245,219.0,222.0
crop_Componenets_1.transformed369.tif,217.5202502582941,245,219.0,222.0
crop_Componenets_1.transformed370.tif,217.55036570103223,244,219.0,222.0
crop_Componenets_1.transformed371.tif,217.67013019816758,249,219.0,222.0
crop_Componenets_1.transformed372.tif,217.61896951205523,255,219.0,222.0
crop_Componenets_1.transformed373.tif,217.53911687477785,255,219.0,222.0
crop_Componenets_1.transformed374.tif,217.54199050828805,254,219.0,222.0
crop_Componenets_1.transformed375.tif,217.57036383025078,248,219.0,222.0
crop_Componenets_1.transformed376.tif,217.60844450557008,240,219.0,222.0
crop_Componenets_1.transformed377.tif,217.59662806812585,241,219.0,222.0
crop_Componenets_1.transformed378.tif,217.5490838295923,241,219.0,222.0
crop_Componenets_1.transformed379.tif,217.57783604905475,242,219.0,222.0
crop_Componenets_1.transformed380.tif,217.58512343699903,243,219.0,222.0
crop_Componenets_1.transformed381.tif,217.6869078035311,242,219.0,222.0
crop_Componenets_1.transformed382.tif,217.66993984531652,241,219.0,222.0
crop_Componenets_1.transformed383.tif,217.71094457240423,241,219.0,222.0
crop_Componenets_1.transformed384.tif,217.7553997227092,241,219.0,222.0
crop_Componenets_1.transformed385.tif,217.75441552338708,242,219.0,222.0
crop_Componenets_1.transformed386.tif,217.81444421520757,243,219.0,222.0
crop_Componenets_1.transformed387.tif,217.8072333352439,244,219.0,222.0
crop_Componenets_1.transformed388.tif,217.79335497115594,247,219.0,222.0
crop_Componenets_1.transformed389.tif,217.74923147510896,244,219.0,222.0
crop_Componenets_1.transformed390.tif,217.7258242136417,243,219.0,222.0
crop_Componenets_1.transformed391.tif,217.76824930582646,242,219.0,222.0
crop_Componenets_1.transformed392.tif,217.8439135224456,245,219.0,222.0
crop_Componenets_1.transformed393.tif,217.76753410523904,243,219.0,222.0
crop_Componenets_1.transformed394.tif,217.8500395537874,245,219.0,222.0
crop_Componenets_1.transformed395.tif,217.74918899090983,243,219.0,222.0
crop_Componenets_1.transformed396.tif,217.79017355618222,244,219.0,222.0
crop_Componenets_1.transformed397.tif,217.68445794874734,242,219.0,222.0
crop_Componenets_1.transformed398.tif,217.62421331376888,243,219.0,222.0
crop_Componenets_1.transformed399.tif,217.5687270059942,241,219.0,222.0
crop_Componenets_1.transformed400.tif,217.4908440858983,244,219.0,222.0
crop_Componenets_1.transformed401.tif,217.4713190377408,243,219.0,222.0
crop_Componenets_1.transformed402.tif,217.46817119017055,241,219.0,222.0
crop_Componenets_1.transformed403.tif,217.41056975811074,245,219.0,222.0
crop_Componenets_1.transformed404.tif,217.52493922854654,246,219.0,222.0
crop_Componenets_1.transformed405.tif,217.49063545917198,241,219.0,222.0
crop_Componenets_1.transformed406.tif,217.54245623688826,242,219.0,222.0
crop_Componenets_1.transformed407.tif,217.5451147646236,243,219.0,222.0
crop_Componenets_1.transformed408.tif,217.4831780093309,243,219.0,222.0
crop_Componenets_1.transformed409.tif,217.46541629907998,247,219.0,222.0
crop_Componenets_1.transformed410.tif,217.45586584499782,245,219.0,222.0
crop_Componenets_1.transformed411.tif,217.44568876674683,244,219.0,222.0
crop_Componenets_1.transformed412.tif,217.4274924471299,242,219.0,222.0
crop_Componenets_1.transformed413.tif,217.36182472989196,241,219.0,222.0
crop_Componenets_1.transformed414.tif,217.3087049850426,240,219.0,222.0
crop_Componenets_1.transformed415.tif,217.18195512747357,247,219.0,222.0
crop_Componenets_1.transformed416.tif,217.2262652087566,243,219.0,222.0
crop_Componenets_1.transformed417.tif,217.2655008675007,253,219.0,222.0
crop_Componenets_1.transformed418.tif,217.26200534331971,254,219.0,222.0
crop_Componenets_1.transformed419.tif,217.16838919659682,248,219.0,222.0
crop_Componenets_1.transformed420.tif,217.23436035747756,252,219.0,222.0
crop_Componenets_1.transformed421.tif,217.2012248069101,247,219.0,222.0
crop_Componenets_1.transformed422.tif,217.2825098272237,243,219.0,222.0
crop_Componenets_1.transformed423.tif,217.2745835572273,246,219.0,222.0
crop_Componenets_1.transformed424.tif,217.34314308589728,251,219.0,222.0
crop_Componenets_1.transformed425.tif,217.42708595483768,249,219.0,222.0
crop_Componenets_1.transformed426.tif,217.40554233953978,254,219.0,222.0
crop_Componenets_1.transformed427.tif,217.39230355651648,254,219.0,222.0
crop_Componenets_1.transformed428.tif,217.42677039240363,255,219.0,222.0
crop_Componenets_1.transformed429.tif,217.46919626510436,255,219.0,222.0
crop_Componenets_1.transformed430.tif,217.53393400957114,255,219.0,222.0
crop_Componenets_1.transformed431.tif,217.70449340417736,249,219.0,222.0
crop_Componenets_1.transformed432.tif,217.8605971789705,251,219.0,222.0
crop_Componenets_1.transformed433.tif,217.9500961230375,250,219.0,222.0
crop_Componenets_1.transformed434.tif,217.91012701682115,250,219.0,222.0
crop_Componenets_1.transformed435.tif,218.15177454704013,251,219.0,222.0
crop_Componenets_1.transformed436.tif,218.22317227131873,253,219.0,222.0
crop_Componenets_1.transformed437.tif,218.24291995270403,250,219.0,222.0
crop_Componenets_1.transformed438.tif,218.20433280139605,253,219.0,222.0
crop_Componenets_1.transformed439.tif,218.3022975440047,255,220.0,223.0
crop_Componenets_1.transformed440.tif,218.3701058626312,255,220.0,223.0
crop_Componenets_1.transformed441.tif,218.47578089113458,253,220.0,223.0
crop_Componenets_1.transformed442.tif,218.4634485293273,254,220.0,223.0
crop_Componenets_1.transformed443.tif,218.40139680205846,249,220.0,223.0
crop_Componenets_1.transformed444.tif,218.51097171480436,252,220.0,223.0
